gene_symbol,audit_score_median,audit_score_lo95,audit_score_hi95,uncertainty_width,rank_median,rank_lo95,rank_hi95,confidence_class,is_hk,is_plasma_hi,leakage_mult,max_I2_meta,rna_pattern_rho,rna_cohort_agreement
CHP2,0.126905541040524,0.107043052806988,0.308593083963128,0.20155003115614,5265,2577.85,5876.95,low,FALSE,FALSE,1,95.9235597214735,0.934400785609573,0.75
CHPT1,0.24692624218866,0.100081698601378,0.333736257712936,0.233654559111557,3635.5,2182.3,6081.525,low,FALSE,FALSE,1,86.2756283562504,0.950851314076525,0.25
CHRAC1,0.447789327659378,0.394379833973959,0.50018995461963,0.10581012064567,940,581.95,1545.625,high_uncertain,FALSE,FALSE,1,0.00429475011006543,0.941207821152495,0.5
CHRD,0.389060530469741,0.334556800485795,0.440875004719731,0.106318204233937,1668.5,1063.375,2201.05,medium,FALSE,FALSE,1,38.6762870054718,0.930574270845763,0.5
CHRDL1,0.638648652512912,0.438893473091021,0.708562053210433,0.269668580119412,164.5,61.475,1062.775,high_uncertain,FALSE,FALSE,1,61.1443899581643,0.983519643541515,0.5
CHRFAM7A,0.0971595126263553,0.0880611661085184,0.242901314747769,0.154840148639251,6173.5,3786.7,6379.625,low,FALSE,FALSE,1,98.4809853853763,0.985632450539089,0
CHRM2,0.127012608557026,0.105447871200126,0.310156063105671,0.204708191905545,5257,2585.375,5907,low,FALSE,FALSE,1,91.9625525977482,0.965698101692256,0.5
CHRM3,0.134333208763278,0.104941219602126,0.310718264032022,0.205777044429896,5037,2618.425,5917.575,low,FALSE,FALSE,1,90.5854976506023,0.990990802368994,0.5
CHRM4,0.0175046019618079,0.00118774604761037,0.067869331007712,0.0666815849601017,9464,7086.35,10056.525,low,FALSE,FALSE,1,27.5437206304202,0.940069902150986,
CHRM5,0.029320486344601,0.00440065664067547,0.0757666485394551,0.0713659918987797,8773,6786.175,9970.625,low,FALSE,FALSE,1,78.0299773583247,0.996625529277185,0.25
CHRNA10,0.299342759969147,0.253543045894703,0.351919256165448,0.0983762102707448,2748,2088.9,3528.575,low,FALSE,FALSE,1,18.6172033162275,0.982106812086377,0.5
CHRNA3,0.0345771300047753,0.0127773072309454,0.0879962903727627,0.0752189831418172,8382,6417.9,9667.3,low,FALSE,FALSE,1,90.7165345271532,0.752003620712349,0.75
CHRNA5,0.106994938479725,0.089733525498893,0.25883995646895,0.169106430970057,5889.5,3443.075,6353.35,low,FALSE,FALSE,1,97.6624182410577,0.986395281607043,0.5
CHRNA7,0.12732912194008,0.108192193913164,0.313281989430265,0.205089795517101,5240.5,2573,5872,low,FALSE,FALSE,1,92.7857713291729,0.992531858478661,0.5
CHRNB1,0.397418101971534,0.340520616861653,0.444897672838908,0.104377055977256,1560.5,1088,2148.6,medium,FALSE,FALSE,1,25.475836030589,0.998827760788828,0.75
CHRNB2,0.0290032376540794,0.011388615780177,0.0830544036482932,0.0716657878681162,8749.5,6571.325,9729.975,low,FALSE,FALSE,1,96.8281258936179,0.829407275418221,0.75
CHRNB3,0.342213666007843,0.317894609144689,0.395634422052412,0.0777398129077226,2193,1585.375,2368.525,medium,FALSE,FALSE,1,49.4632948463355,0.946592995591805,
CHRNE,0.123575435169055,0.106436535421028,0.292571510693221,0.186134975272193,5378,2831.025,5909.625,low,FALSE,FALSE,1,98.6780854426066,0.984410751089796,0.5
CHRNG,0.285154734974508,0.190247531149777,0.347102628388542,0.156855097238765,2993.5,2212.075,4301.05,low,FALSE,FALSE,1,60.8999894523531,0.992984310964756,
CHST1,0.263939122693192,0.183504185802875,0.322458115485417,0.138953929682542,3362.5,2410.475,4399.625,low,FALSE,FALSE,1,57.0994276513975,0.790944485275279,0.25
CHST10,0.0334706806662263,0.0079688993956644,0.0783453535614252,0.0703764541657608,8486,6734.45,9861.675,low,FALSE,FALSE,1,88.4220368603841,0.908798632077582,0.5
CHST11,0.184761103125245,0.0712562561729621,0.267658016038848,0.196401759865885,4421,3262.45,6947.25,low,FALSE,FALSE,1,80.8386510848174,0.987815496224357,0.5
CHST12,0.0677222330335438,0.0254299411112517,0.121411994548044,0.0959820534367924,7098.5,5449.125,8989.5,low,FALSE,FALSE,1,75.7606261424304,0.935363223841249,0.75
CHST2,0.0940170043404081,0.0416128950331099,0.129912574663064,0.0882996796299538,6227,5185.85,8012.1,low,FALSE,FALSE,1,0,0.986363684283021,0.75
CHST5,0.104979824427029,0.096067665669085,0.253386559170211,0.157318893501126,5966,3511.025,6150.525,low,FALSE,FALSE,1,98.5938205390145,0.953893692117111,
CHST6,0.167603267290295,0.0768130185187942,0.262315196708031,0.185502178189237,4650,3451.7,6808.925,low,FALSE,FALSE,1,75.1812193233396,0.995553763577749,0.5
CHST8,0.0331112568194589,0.013459523935247,0.0872057375236603,0.0737462135884133,8488,6453,9643.2,low,FALSE,FALSE,1,93.7113530301453,0.921584904073937,0.75
CHST9,0.0355321058878949,0.0103289777779829,0.0824469354801367,0.0721179577021538,8309.5,6588.425,9758.15,low,FALSE,FALSE,1,85.4745189691433,0.974009057530162,0.5
CHUK,0.0708848920442787,0.0287006775207901,0.123589894789072,0.0948892172682816,7020,5389.975,8748.25,low,FALSE,FALSE,1,72.9222754980123,0.522896690180745,0.75
CIAO1,0.248687431325828,0.203724516399398,0.379503233689143,0.175778717289745,3631.5,1770.75,4090.1,low,FALSE,FALSE,1,73.7350273131503,0.95976125184297,0.25
CIB1,0.159465391125709,0.105768062555011,0.196882979186107,0.0911149166310963,4727,4223.8,5961.425,low,FALSE,FALSE,1,20.04280975404,0.485448567928917,0.75
CIB2,0.172189314724953,0.0772321376638626,0.2369631805669,0.159731042903037,4567.5,3809.9,6799.575,low,FALSE,FALSE,1,89.4305356881695,0.987793818902055,0.75
CIBAR2,0.00654961495010924,0.000346449111207342,0.039520779219779,0.0391743301085717,9903,8076.425,10076,low,FALSE,FALSE,1,91.8669986836383,0.638279564807034,
CIC,0.370949520537794,0.332543838186125,0.432159818896849,0.0996159807107235,1859,1217.325,2234.05,medium,FALSE,FALSE,1,34.1489086340321,0.965767408837678,0.25
CIDEA,0.335682682578165,0.227942072469499,0.397512009047652,0.169569936578153,2237.5,1629.3,3854.525,low,FALSE,FALSE,1,64.9031830982497,0.952325122445592,
CIDEC,0.295947149550021,0.11815016510019,0.434535084920721,0.316384919820531,2801.5,1159.6,5509.325,low,FALSE,FALSE,1,82.0168958877495,0.990739411556699,0.75
CIITA,0.239288177246332,0.0976885092817718,0.333448810548726,0.235760301266954,3752,2140.425,6123.525,low,FALSE,FALSE,1,86.0425195097359,0.981117294804198,0.25
CINP,0.0443649001971926,0.02663486342269,0.120512110864123,0.0938772474414331,7903.5,5515.6,8906.15,low,FALSE,FALSE,1,95.981866749021,0.997294138676764,0.5
CIP2A,0.603075501763338,0.420245230221468,0.659122224894546,0.238876994673078,275.5,129,1253.3,high_uncertain,FALSE,FALSE,1,58.5385582598423,0.984886128074793,0.5
CIRBP,0.0569159809167989,0.0347862774082838,0.133298120635575,0.0985118432272911,7458.5,5054.2,8387.225,low,FALSE,FALSE,1,92.1191895425752,0.99785414955805,0.75
CISD1,0.0480573255968253,0.0275192953313984,0.12252656086814,0.0950072655367414,7784.5,5373.45,8853.725,low,FALSE,FALSE,1,92.3399183194658,0.85134557207262,0.5
CISD2,0.0820041270554459,0.0604826571993241,0.199860642584504,0.139377985385179,6635.5,4179,7329.35,low,FALSE,FALSE,1,94.7415295921049,0.88781967108397,0.75
CISH,0.216269049395282,0.164464874310204,0.318208305935848,0.153743431625644,3998.5,2484.475,4668.525,low,FALSE,FALSE,1,71.9840409635733,0.986131115535342,0.75
CITED2,0.0793451467315486,0.0279143197898912,0.115894582890273,0.0879802631003816,6713,5568.6,8841.225,low,FALSE,FALSE,1,83.8898265130089,0.986365256763822,1
CITED4,0.243295613544825,0.187087883218941,0.292773748599104,0.105685865380163,3690,2916.825,4348.3,low,FALSE,FALSE,1,53.2315803880021,0.972614543979681,0.5
CIZ1,0.0557127397771319,0.034135996947792,0.134301166962208,0.100165170014416,7515,4988.475,8466.175,low,FALSE,FALSE,1,91.1896622473182,0.956583941906093,0.75
CKAP2,0.290770262566936,0.24023423309561,0.342764011358304,0.102529778262694,2880.5,2211.075,3733.525,low,FALSE,FALSE,1,19.5377193757573,0.935624444843168,0.5
CKAP2L,0.432092111004676,0.378754831307327,0.47562811594669,0.0968732846393632,1116,726.95,1756.05,medium,FALSE,FALSE,1,0.0557396789344031,0.992526579965306,0.75
CKAP5,0.439720757162586,0.398120388340281,0.495132199556331,0.0970118112160507,1012.5,586.425,1499.2,medium,FALSE,FALSE,1,0,0.929249791023427,0.25
CKB,0.0434189986078122,0.0264074983123057,0.119355038104977,0.0929475397926714,7939.5,5503.5,8933.65,low,FALSE,FALSE,1,94.986321044048,0.796734984391623,0.5
CKLF,0.122012180788854,0.106258120790553,0.300277545010196,0.194019424219643,5408,2672.225,5910.525,low,FALSE,FALSE,1,99.509144879758,0.979022292161651,0.5
CKLF-CMTM1,0.10826671731562,0.0989168391691328,0.26219878630469,0.163281947135557,5873.5,3470.375,6080,low,FALSE,FALSE,1,99.060347230158,0.991755927230076,
CKMT1A,0.0212020835088296,0.00666741379498873,0.0669445378869519,0.0602771240919632,9265,7114.25,9901.05,low,FALSE,FALSE,1,97.527269580542,0.803720969007042,0.5
CKMT1B,0.103723447460125,0.0867112988988369,0.248581761563192,0.161870462664355,5977.5,3603.475,6451.2,low,FALSE,FALSE,1,98.4730007865587,0.843522030961736,1
CKS1B,0.378921624825388,0.340094625550945,0.438385086586851,0.0982904610359053,1792.5,1081.375,2150.725,medium,FALSE,FALSE,1,6.64118356388415,0.989081768950527,0.25
CKS2,0.454379034196158,0.40421087445944,0.489309706350489,0.0850988318910489,810.5,664,1437.1,medium,FALSE,FALSE,1,40.3118228896356,0.99703807964244,1
CLASP1,0.0343626556864386,0.00817658597983406,0.0776876886970897,0.0695111027172556,8403,6774.475,9850.725,low,FALSE,FALSE,1,86.4572382802667,0.975254259264029,0.5
CLASP2,0.0357646984358411,0.0132691330338872,0.0899518746307347,0.0766827415968475,8297,6395.9,9669.1,low,FALSE,FALSE,1,90.1978792077904,0.98030345262727,0.75
CLASRP,0.138167107061401,0.0925038807142423,0.183871383691071,0.0913675029768283,4978,4461.65,6274.25,low,FALSE,FALSE,1,48.3155969152152,0.951746891924235,0.5
CLCA1,0.12185611499685,0.102781258162804,0.302802541001074,0.200021282838269,5415.5,2730.45,5983.15,low,FALSE,FALSE,1,95.0663046323127,0.948348613593265,0.5
CLCA2,0.246387675486282,0.102025098481099,0.306641204834564,0.204616106353464,3633.5,2640.475,6001.1,low,FALSE,FALSE,1,87.8315211311037,0.974901259980456,0.25
CLCA4,0.0151497948169258,0.00207141017396489,0.0537454268408406,0.0516740166668757,9568,7540.475,10034.575,low,FALSE,FALSE,1,93.8402862624529,0.869343239097959,0.25
CLCC1,0.0499887880224125,0.0321585544361699,0.122703273476946,0.0905447190407762,7701.5,5427.225,8563.225,low,FALSE,FALSE,1,98.8726206007251,0.968090914554309,0.75
CLCN1,0.287355133837478,0.114284221369944,0.428713491529205,0.314429270159261,2940,1174.9,5665.875,low,FALSE,FALSE,1,82.8494494851176,0.939559066905659,0.75
CLCN2,0.128129676742748,0.108303030026116,0.311599809256729,0.203296779230613,5220.5,2534.325,5812.975,low,FALSE,FALSE,1,96.960296160379,0.995841559355349,0.75
CLCN4,0.183410379173755,0.0732476394418945,0.226267494947229,0.153019855505335,4429,3935.475,6948.225,low,FALSE,FALSE,1,86.6908526369959,0.824249852483787,0.75
CLCN5,0.0324377618698258,0.0134581156743957,0.0834544568657915,0.0699963411913958,8545.5,6563.9,9637.675,low,FALSE,FALSE,1,94.3562885676025,0.892133670227854,0.75
CLCN6,0.0831049217611501,0.032709877904548,0.132341249785774,0.0996313718812256,6577,5100.175,8552.25,low,FALSE,FALSE,1,78.2517557327488,0.960697193932836,1
CLCN7,0.0382773980597757,0.00974505064367101,0.0788739034604839,0.0691288528168129,8163.5,6692.925,9786,low,FALSE,FALSE,1,84.8740134321228,0.94911836592559,0.5
CLCNKA,0.318105947084028,0.128113748234574,0.462522857467755,0.33440910923318,2424.5,751.275,5134.05,low,FALSE,FALSE,1,82.3733357456293,0.999633245591932,1
CLCNKB,0.291671040544016,0.124451861639636,0.443457081229043,0.319005219589408,2890.5,1058.025,5286.725,low,FALSE,FALSE,1,75.5520017421834,0.98963713563201,0.5
CLDN1,0.112853771254643,0.0415754789757648,0.174543193163262,0.132967714187498,5708,4586.275,7998.575,low,FALSE,FALSE,1,80.5734181763195,0.974193385222123,0.75
CLDN12,0.433292020321209,0.378411041998146,0.473475282805422,0.0950642408072764,1108,724,1797,medium,FALSE,FALSE,1,0,0.991381208118312,0.75
CLDN14,0.129657008222124,0.105881371696988,0.308256052591289,0.202374680894302,5198.5,2661.325,5923.15,low,FALSE,FALSE,1,91.0704958920953,0.9637126765547,0.75
CLDN15,0.126714465812866,0.107825024417806,0.309821608611695,0.201996584193889,5273,2544,5818.675,low,FALSE,FALSE,1,94.8485916643429,0.99458328196454,0.5
CLDN18,0.48015607627878,0.427324184922085,0.710459551056,0.283135366133915,631.5,48,1169.175,high_uncertain,FALSE,FALSE,1,74.2750870616453,0.975245299809517,0.5
CLDN2,0.234562938558506,0.188466208201409,0.288548472204178,0.100082264002769,3806,2977.475,4367.575,low,FALSE,FALSE,1,0.000735407873247622,0.981924815388969,0.5
CLDN20,0.0160147411948237,0.000722575012790081,0.0654081282361346,0.0646855532233445,9536.5,7139.425,10066.575,low,FALSE,FALSE,1,62.4907928924358,0.953062524810048,
CLDN23,0.0811765567791179,0.0320078257569267,0.125455577609883,0.0934477518529567,6647,5286,8557,low,FALSE,FALSE,1,66.3787060796244,0.952484333405975,0.75
CLDN3,0.48598215126023,0.427393947681163,0.705952089884408,0.278558142203245,630,55.475,1132.675,high_uncertain,FALSE,FALSE,1,72.2064177727796,0.939466322702712,0.5
CLDN4,0.393836827540556,0.263752978677977,0.459250203984914,0.195497225306937,1626.5,873.6,3378.4,low,FALSE,FALSE,1,62.3939974462126,0.980565880410585,0.5
CLDN5,0.0460230560563958,0.0155843785984146,0.0893970575834983,0.0738126789850838,7830.5,6399.9,9561.875,low,FALSE,FALSE,1,87.946989944898,0.918887018083374,0.75
CLDN6,0.0395640958614604,0.00709774776136709,0.0990991680087939,0.0920014202474268,8088.5,6103.9,9893.625,low,FALSE,FALSE,1,48.6735388217073,0.602911197193263,0.25
CLDND2,0.0916614356871667,0.0381334682544772,0.128205636966244,0.0900721687117672,6323,5212.9,8187.125,low,FALSE,FALSE,1,0,0.971490959553548,0.75
CLEC10A,0.383494530274026,0.251467316255667,0.44777292429406,0.196305608038393,1720.5,1002,3552.625,low,FALSE,FALSE,1,63.1323650233898,0.945965070846358,0.5
CLEC11A,0.561426807351471,0.508535379647161,0.620804319729214,0.112268940082053,395,246,516,stable_high,FALSE,FALSE,1,22.4637194909897,0.824262506044941,0.5
CLEC12B,0.00802852738813009,0.000308224285143156,0.0413514990459781,0.041043274760835,9858,7991.9,10076,low,FALSE,FALSE,1,91.7065852388185,0.744188385047891,
CLEC14A,0.0698674669332729,0.0233218411508228,0.121205524112739,0.097883682961916,7026.5,5448.025,9156.2,low,FALSE,FALSE,1,73.4497532028842,0.934240170609697,0.75
CLEC16A,0.540120369956185,0.485748909729584,0.575930452425027,0.0901815426954429,435,390.475,627.675,high_uncertain,FALSE,FALSE,1,0,0.987545149529784,1
CLEC17A,0.130395218622873,0.10726993273095,0.313244719297226,0.205974786566276,5165.5,2571.125,5874.05,low,FALSE,FALSE,1,90.5731983819505,0.987118278841058,0.5
CLEC18A,0.131470981766128,0.110894889760118,0.322296492664129,0.211401602904011,5116,2419.85,5764.625,low,FALSE,FALSE,1,95.077346197725,0.978357447215674,0.75
CLEC1A,0.370642535996479,0.319023070869381,0.398641349964418,0.0796182790950374,1866,1668,2433.675,medium,FALSE,FALSE,1,0.00251717023828634,0.91399333824506,1
CLEC2B,0.0301059271529079,0.00435422895629928,0.0741013708457529,0.0697471418894537,8705.5,6908.6,9976,low,FALSE,FALSE,1,77.8462782381014,0.858543946853615,0.25
CLEC3B,0.178668381924459,0.159725342231185,0.434468063896171,0.274742721664986,4508,1076.7,4719.05,low,FALSE,FALSE,1,96.7937461069245,0.967995759212667,0.5
CLEC4A,0.0606137133984448,0.0534695517671279,0.150826972096857,0.0973574203297296,7331.5,4807.75,7561.05,low,FALSE,FALSE,1,99.2397884159354,0.984170775815151,
CLEC4F,0.0684745266562108,0.0217078435578939,0.115517288222461,0.0938094446645667,7051.5,5653.3,9249.65,low,FALSE,FALSE,1,46.0624835757457,0.912874718231414,0.5
CLEC9A,0.427727899090093,0.372796065143447,0.467205864021652,0.0944097988782046,1173,773.95,1855.05,medium,FALSE,FALSE,1,0,0.981598732684802,0.75
CLECL1,0.0907365885300676,0.071141962940722,0.221797896987666,0.150655934046944,6343,3938.475,7003.625,low,FALSE,FALSE,1,94.7861475809908,0.986090342135128,0.75
CLGN,0.0134529318311212,0.00218097217736595,0.0477122428066449,0.0455312706292789,9640,7828.4,10028.525,low,FALSE,FALSE,1,96.7301351983294,0.674279970782231,0.25
CLHC1,0.0672682297893977,0.0218387436797501,0.110758761007567,0.088920017327817,7127,5802.7,9207.625,low,FALSE,FALSE,1,78.9931893744893,0.900350428230602,0.75
CLIC1,0.634231983699404,0.572598313676278,0.68283441864267,0.110236104966392,180,90,357.525,stable_high,FALSE,FALSE,1,39.9215189358834,0.994164311535859,0.75
CLIC3,0.676543094966017,0.62252733218062,0.73739519222667,0.114867860046049,80,31,199.525,stable_high,FALSE,FALSE,1,0.000213628116909419,0.998817470116085,0.5
CLIC4,0.312195626745041,0.12823380771072,0.458486521895173,0.330252714184454,2512.5,820.85,5212.525,low,FALSE,FALSE,1,83.4171624587984,0.999238090634222,0.75
CLIC5,0.480307067265365,0.425174453407048,0.522980913395602,0.0978064599885547,632,504,1168.625,high_uncertain,FALSE,FALSE,1,17.2827514167798,0.999769226495583,0.75
CLIP3,0.037915627695165,0.0216905965425011,0.0927677807105783,0.0710771841680772,8185,6260.95,9214.875,low,FALSE,FALSE,1,94.0382727816081,0.543565951485554,1
CLK3,0.273878698582249,0.107602151088031,0.411124959381799,0.303522808293768,3216,1435.6,5861.825,low,FALSE,FALSE,1,80.5097326049411,0.959133852714344,0.5
CLK4,0.37249992070092,0.248117685219603,0.448045944142109,0.199928258922507,1844,960.85,3582.25,low,FALSE,FALSE,1,67.979859774154,0.974932032968548,0.5
CLMN,0.636022566930975,0.578328538652329,0.678686731155707,0.100358192503379,168.5,121,339.2,stable_high,FALSE,FALSE,1,49.1527992296846,0.920612205981269,1
CLN5,0.0427901695167865,0.0267650804121134,0.114310046702984,0.0875449662908703,7964.5,5710.15,8922.525,low,FALSE,FALSE,1,99.402403339221,0.98903756689642,0.5
CLN8,0.404686657797404,0.354912069835333,0.45348895248388,0.098576882648547,1477,881.875,2014.05,medium,FALSE,FALSE,1,8.89765820176543,0.986701134623335,0.5
CLOCK,0.0741130558871783,0.0258112046133203,0.0954722367746406,0.0696610321613204,6885,6225.95,8983.95,low,FALSE,FALSE,1,86.8000494568632,0.674264767383589,1
CLPB,0.161106951174901,0.103956918460765,0.19994091014342,0.0959839916826556,4727,4213.65,5969.8,low,FALSE,FALSE,1,52.5087425523092,0.98140714822914,0.75
CLPS,0.50369535556934,0.207892178620164,0.686563763150845,0.478671584530681,540.5,52.475,4084.1,high_uncertain,FALSE,FALSE,1,83.4372559784013,0.939352159582071,0.75
CLPSL1,0.290852616877423,0.118445324278405,0.442456159972339,0.324010835693934,2873.5,1012.4,5518.575,low,FALSE,FALSE,1,81.1999664757452,0.948475826417445,0.75
CLPTM1L,0.0466909872662541,0.0271124402293787,0.118265806361109,0.0911533661317306,7835.5,5467.425,8899.4,low,FALSE,FALSE,1,93.7167997461674,0.993376035290844,0.5
CLRN3,0.124647379271634,0.105211680186487,0.304396780994892,0.199185100808405,5321.5,2725.475,5918.15,low,FALSE,FALSE,1,95.1313364498499,0.97924954840898,0.5
CLSPN,0.284164311157259,0.123328008014943,0.332642629022835,0.209314621007893,3005,2357.475,5391.525,low,FALSE,FALSE,1,89.8432791069222,0.96031139203669,1
CLSTN2,0.0360221602307352,0.0127011448415384,0.0876947491893803,0.0749936043478419,8288,6453.975,9686.9,low,FALSE,FALSE,1,91.0111688906212,0.908734887111958,0.75
CLSTN3,0.0346842160810834,0.0131995995019718,0.0892787920127149,0.0760791925107431,8385,6382.9,9664.15,low,FALSE,FALSE,1,91.3228253794035,0.639702069661626,0.75
CLTB,0.601379520524422,0.551431178642655,0.656700155150131,0.105268976507476,280.5,147,406.525,stable_high,FALSE,FALSE,1,37.4133172391233,0.969401484646772,0.5
CLTRN,0.0466632618641927,0.0123003256602081,0.0945121808568557,0.0822118551966477,7807.5,6196.35,9726.575,low,FALSE,FALSE,1,77.6576984967317,0.989053241535293,0.5
CLU,0.0385255113752329,0.0218610122053315,0.0925639371864281,0.0707029249810966,8147.5,6273.95,9243.6,low,FALSE,FALSE,1,93.465703582613,0.96224737818897,1
CLUH,0.195314686059837,0.16754363630816,0.464291483993042,0.296747847684882,4250.5,796.475,4622,low,FALSE,FALSE,1,90.9372955130341,0.992469715308243,0.5
CLUL1,0.014664964814717,0.00237543684151858,0.0514089118669883,0.0490334750254697,9592.5,7613.6,10023.05,low,FALSE,FALSE,1,95.086434207319,0.919121073346169,0.25
CLVS2,0.0306264354179173,0.00939957871394444,0.0806408672015907,0.0712412884876463,8682,6731.875,9817.15,low,FALSE,FALSE,1,89.144449940861,0.889513583426139,0.5
CLYBL,0.185444555880615,0.165493192768925,0.457376286469731,0.291883093700806,4401,894.85,4654.525,low,FALSE,FALSE,1,94.7665463200991,0.989066317398944,0.5
CMA1,0.0070936195701863,0.000329678641956514,0.0399690420870117,0.0396393634450552,9896,8078.3,10077,low,FALSE,FALSE,1,92.9777377239138,0.971035298795286,
CMBL,0.184930479889719,0.164779381289974,0.447584342600038,0.282804961310064,4410,930.8,4652.1,low,FALSE,FALSE,1,97.0956737031005,0.99494080878851,0.5
CMIP,0.0457191592928065,0.0272888766743333,0.122576558847835,0.0952876821735019,7860.5,5396.275,8903.6,low,FALSE,FALSE,1,93.9528201346636,0.987666625900141,0.5
CMKLR1,0.0152511704409053,0.00257841438751099,0.0668556371104871,0.0642772227229761,9562.5,7152,10015.525,low,FALSE,FALSE,1,94.3721714141241,0.982436205461708,0.25
CMPK2,0.109155984656265,0.0734322521352771,0.165529549704267,0.0920972975689898,5820,4652.375,6904.15,low,FALSE,FALSE,1,40.3849977973614,0.945532019558189,0.25
CMTM1,0.429818328548379,0.372318183375625,0.475057632001585,0.102739448625959,1145,723,1830.975,medium,FALSE,FALSE,1,32.7185281251946,0.993409733013404,0.75
CMTM3,0.324406545947527,0.133308981910006,0.484316464831936,0.351007482921931,2355,610.375,5050.35,low,FALSE,FALSE,1,80.8420480703528,0.995388686304484,0.5
CMTM6,0.300791910364915,0.244008712587601,0.444913528169491,0.20090481558189,2699,983.725,3609.3,low,FALSE,FALSE,1,72.7457139952784,0.993197180372623,0.5
CMTM8,0.0212086159936672,0.0069647888701901,0.071286763973764,0.0643219751035739,9253,7011.35,9901.25,low,FALSE,FALSE,1,97.750735885973,0.995343237229063,0.5
CMTR1,0.0858055254914153,0.0389217667368324,0.128607939189837,0.089686172453005,6490.5,5257.9,8086.675,low,FALSE,FALSE,1,61.5391577640245,0.940053090871937,0.75
CMYA5,0.0693404493378365,0.0224472169377403,0.112367346803584,0.0899201298658434,7049,5742.125,9164.375,low,FALSE,FALSE,1,0.00230137032906908,0.51701150691819,0.5
CNBD2,0.0053348336001098,0.000113521549160277,0.0261752412177433,0.026061719668583,9942,9004.675,10079,low,FALSE,FALSE,1,99.1410411999729,0.99965041292598,
CNDP1,0.386964729679205,0.160516767742578,0.4332523876914,0.272735619948822,1672,1305.95,4706.05,low,FALSE,FALSE,1,88.0374575792307,0.99576624512815,1
CNDP2,0.656606644913393,0.600687373082794,0.70075743965249,0.100070066569696,116,79,259.35,stable_high,FALSE,FALSE,1,2.96638469716133,0.99472514611458,1
CNGA1,0.203336309938988,0.166837592447391,0.263961310561914,0.0971237181145237,4133.5,3432,4661.35,low,FALSE,FALSE,1,42.3485615441449,0.995287905529114,0.25
CNGA3,0.0236358018842538,0.00605351036119083,0.0674657177040839,0.0614122073428931,9113.5,7159.475,9910.05,low,FALSE,FALSE,1,95.1693127896632,0.995149359862409,0.5
CNGA4,0.0181331463965597,0.000817775826132515,0.069286212844525,0.0684684370183925,9413.5,7062.85,10062,low,FALSE,FALSE,1,0.45190197528002,0.990540304930563,
CNGB1,0.0352983930815631,0.00613026708700867,0.0882756675810215,0.0821454004940128,8337.5,6400.425,9925.525,low,FALSE,FALSE,1,70.44509903268,0.506548364433839,0.25
CNIH2,0.0305203096393789,0.0125820033292143,0.0834937922779654,0.070911788948751,8663.5,6590.375,9689.35,low,FALSE,FALSE,1,97.2689325331508,0.708128042961077,0.75
CNIH3,0.0437824938127239,0.0107627321612109,0.0838257832795676,0.0730630511183567,7926,6551.075,9765.05,low,FALSE,FALSE,1,81.5524661449313,0.82421359510628,0.5
CNIH4,0.453277386446133,0.396787338187799,0.49073354593673,0.0939462077489313,822.5,669.475,1484.05,medium,FALSE,FALSE,1,0.00401046269573518,0.99503889163363,1
CNKSR2,0.0792848193092975,0.0278868540829787,0.118707253011466,0.0908203989284871,6730.5,5456.025,8840.875,low,FALSE,FALSE,1,83.4365927675482,0.995599544979991,1
CNKSR3,0.131881526363038,0.11281292146054,0.321070725633928,0.208257804173388,5110,2420.275,5707.35,low,FALSE,FALSE,1,96.4558338388488,0.98612131025141,0.75
CNMD,0.0288899005060113,0.00893714920854672,0.0759532122549083,0.0670160630463616,8774,6896.8,9829.05,low,FALSE,FALSE,1,89.7322659636179,0.750255362536821,0.5
CNN1,0.426318600666154,0.293462657324815,0.476274826932854,0.182812169608039,1203,716.85,2761.55,low,FALSE,FALSE,1,58.5487456840469,0.992030883962838,0.75
CNN2,0.713494843916411,0.489714576494156,0.785584435968575,0.295869859474419,38,8,595.675,high_uncertain,FALSE,FALSE,1,59.3685203099386,0.914479987029266,0.25
CNNM1,0.0965918077717192,0.0724820054817781,0.23536414548535,0.162882140003572,6160.5,3857.475,6950.4,low,FALSE,FALSE,1,91.068201988502,0.922812121693143,0.5
CNNM2,0.0288633539498881,0.0110788512390958,0.0736671409312059,0.0625882896921101,8781,6902.625,9753.575,low,FALSE,FALSE,1,99.4992436885755,0.924907635629004,0.75
CNNM3,0.0368996312338956,0.0229041822076827,0.0985853880960075,0.0756812058883249,8265.5,6103.7,9162.05,low,FALSE,FALSE,1,95.5953636492523,0.929009763598832,0.25
CNNM4,0.107399250528008,0.0707421592775561,0.163565146555543,0.0928229872779866,5880.5,4729,6971.4,low,FALSE,FALSE,1,56.856718058303,0.931541682725669,0.25
CNOT2,0.425155720763219,0.374159053751271,0.480697945646971,0.1065388918957,1212.5,659.425,1802.25,medium,FALSE,FALSE,1,3.8202145285387,0.837593611472651,0.5
CNOT3,0.0336623879961684,0.0128991332856888,0.0872729109723253,0.0743737776866365,8458.5,6482.675,9670.125,low,FALSE,FALSE,1,92.7641872352017,0.954834807073411,0.75
CNOT4,0.0922438500746964,0.0287686319412265,0.154344510941764,0.125575879000537,6291.5,4786.525,8784.025,low,FALSE,FALSE,1,81.3956397836285,0.968800847359648,0.5
CNOT6L,0.416038053454132,0.288281136061493,0.466819111057749,0.178537974996257,1307.5,811.85,2919.95,low,FALSE,FALSE,1,57.8503674729759,0.961114328437742,0.75
